,running_id,link,article_type,headline,content_extract,author,publication_time,shares,__final verdict__MANUAL,__final verdict__WEAK_SUPERVISION,__final verdict__WEAK_SUPERVISION__confidence,combined
885,1795,https://www.faz.net/aktuell/technik-motor/technik/motorradlaerm-laut-ist-out-kampagne-aus-den-neunzigern-18066228.html,Motorradlärm,Laut ist out,Schon vor Jahrzehnten und immer noch ein Thema: Motorradlärm. Manche Fahrer sind selbst genervt von den Geräuschen ihrer Maschine.,,03.06.2022 11:28 Uhr,21.0,,0,0.4885,Motorradlärm Laut ist out Schon vor Jahrzehnten und immer noch ein Thema: Motorradlärm. Manche Fahrer sind selbst genervt von den Geräuschen ihrer Maschine.
886,1796,https://www.faz.net/aktuell/technik-motor/technik/alles-ausgebucht-18066227.html,Wohin mit dem Wohnmobil?,Des Campers Frust,"Der Markt für Reisemobile wächst und wächst. Was nicht mithalten kann, ist die Zahl der Stellplätze an den schönen Flecken dieser Welt. Vor allem der Neucamper muss sich oft damit auseinander setzen, dass alles schon belegt ist.",,01.06.2022 09:36 Uhr,9.0,,1,0.8722,"Wohin mit dem Wohnmobil? Des Campers Frust Der Markt für Reisemobile wächst und wächst. Was nicht mithalten kann, ist die Zahl der Stellplätze an den schönen Flecken dieser Welt. Vor allem der Neucamper muss sich oft damit auseinander setzen, dass alles schon belegt ist."
887,1797,https://www.faz.net/aktuell/technik-motor/technik/fuenf-am-freitag-nochmal-gut-gegangen-18061938.html,Fünf am Freitag,Nochmal gut gegangen,"Kindersitz mit Airbag, Roboter für die Scheibe, Jubiläumsmodell von BMW, Tisch fürs Homeoffice, Wetterstation mit Außenmodul: Das sind unsere Neuigkeiten aus der Technikkiste.",,27.05.2022 10:10 Uhr,4.0,,1,0.5277,"Fünf am Freitag Nochmal gut gegangen Kindersitz mit Airbag, Roboter für die Scheibe, Jubiläumsmodell von BMW, Tisch fürs Homeoffice, Wetterstation mit Außenmodul: Das sind unsere Neuigkeiten aus der Technikkiste."
888,1798,https://www.faz.net/aktuell/technik-motor/technik/guten-flug-spirit-zulu-time-von-longines-18050985.html,Spirit Zulu Time von Longines,Guten Flug,Spirit Zulu Time: Longines bietet eine funktionelle Reiseuhr für unter 3000 Euro an. Sie hat unter anderem einen Zeiger für eine zweite Zeitzone.,Martin Häußermann,25.05.2022 16:16 Uhr,17.0,,1,0.3753,Spirit Zulu Time von Longines Guten Flug Spirit Zulu Time: Longines bietet eine funktionelle Reiseuhr für unter 3000 Euro an. Sie hat unter anderem einen Zeiger für eine zweite Zeitzone.
889,1799,https://www.faz.net/aktuell/technik-motor/technik/america-s-cup-sie-geben-auf-dem-wasser-stoff-18044187.html,America’s Cup,Sie geben auf dem Wasser Stoff,"Tempo, Tempo: Der America’s Cup ist ein bizarres Experimentierfeld. Nun auch mit alternativen Antrieben. Und die Kiwis segeln sogar an Land.",Christoph Hein,23.05.2022 10:28 Uhr,,,1,0.3254,"America’s Cup Sie geben auf dem Wasser Stoff Tempo, Tempo: Der America’s Cup ist ein bizarres Experimentierfeld. Nun auch mit alternativen Antrieben. Und die Kiwis segeln sogar an Land."
890,18,https://www.faz.net/aktuell/politik/ausland/usa-drei-tote-und-elf-verletzte-bei-schiesserei-in-philadelphia-18082523.html,Schießerei in Philadelphia,Drei Menschen getötet und elf verletzt,,,05.06.2022 12:40 Uhr,8.0,,1,0.3171,Schießerei in Philadelphia Drei Menschen getötet und elf verletzt 
891,180,https://www.faz.net/aktuell/feuilleton/buecher/autoren/friedenspreistraegerin-tsitsi-dangarembga-in-simbabwe-vor-gericht-18074533.html,Tsitsi Dangarembga vor Gericht,Verhaftet auf Befehl,"Die Friedenspreisträgerin Tsitsi Dangarembga steht in Simbabwe vor Gericht. Die Aussage eines Polizisten im Prozess macht deutlich, wie Protest in dem südafrikanischen Land kriminalisiert wird.",Fridtjof Küchemann,01.06.2022 20:12 Uhr,11.0,,1,0.3402,"Tsitsi Dangarembga vor Gericht Verhaftet auf Befehl Die Friedenspreisträgerin Tsitsi Dangarembga steht in Simbabwe vor Gericht. Die Aussage eines Polizisten im Prozess macht deutlich, wie Protest in dem südafrikanischen Land kriminalisiert wird."
892,1800,https://www.faz.net/aktuell/technik-motor/technik/am-fuss-des-matterhorns-retro-motorradstiefel-von-daytona-im-test-18032182.html,Retro-Motorradstiefel,Am Fuße des Matterhorns,"Kurzer Schaft, langes Leben: Das Unternehmen Daytona aus Niederbayern fertigt einen besonderen Motorradstiefel. Mit Sinn für Nachhaltigkeit aus Handwerkerehre. Und im Geist von Luis Trenker.",Walter Wille,21.05.2022 10:00 Uhr,20.0,,0,0.8187,"Retro-Motorradstiefel Am Fuße des Matterhorns Kurzer Schaft, langes Leben: Das Unternehmen Daytona aus Niederbayern fertigt einen besonderen Motorradstiefel. Mit Sinn für Nachhaltigkeit aus Handwerkerehre. Und im Geist von Luis Trenker."
893,1801,https://www.faz.net/aktuell/technik-motor/technik/photovoltaik-aufs-dach-das-muss-man-bei-solaranlagen-beachten-18032164.html,Der Weg zur Solaranlage,Jetzt mache ich meinen Strom selbst,Photovoltaik erlebt einen Ansturm wie nie. Seit dem Angriff Russlands auf die Ukraine wollen die Menschen hierzulande nur noch eins: energieautark sein. Zwischen Wunsch und Wirklichkeit liegen Fragen der Technik. Und 20.000 Euro.,Holger Appel,19.05.2022 11:04 Uhr,48.0,,1,0.3077,Der Weg zur Solaranlage Jetzt mache ich meinen Strom selbst Photovoltaik erlebt einen Ansturm wie nie. Seit dem Angriff Russlands auf die Ukraine wollen die Menschen hierzulande nur noch eins: energieautark sein. Zwischen Wunsch und Wirklichkeit liegen Fragen der Technik. Und 20.000 Euro.
894,1802,https://www.faz.net/aktuell/technik-motor/technik/gegen-die-globale-herderwaermung-kochgeschirr-von-vakumin-im-test-18032239.html,Energiesparende Töpfe,Gegen die globale Herderwärmung,Bleibt die Küche wegen steigender Energiekosten demnächst häufiger kalt? Dem Kochgeschirr von Vakumin muss man weniger einheizen. Und es sorgt sogar auf Sparflamme für heiße Zeiten am Herd.,Marco Dettweiler,17.05.2022 10:07 Uhr,25.0,,0,0.8248,Energiesparende Töpfe Gegen die globale Herderwärmung Bleibt die Küche wegen steigender Energiekosten demnächst häufiger kalt? Dem Kochgeschirr von Vakumin muss man weniger einheizen. Und es sorgt sogar auf Sparflamme für heiße Zeiten am Herd.
895,1803,https://www.faz.net/aktuell/technik-motor/technik/wasserspinat-aus-der-wueste-ein-solarmodul-drei-funktionen-18015005.html,Modul liefert Strom und Wasser,Wasserspinat aus der Wüste,"Ein Solarmodul, drei Funktionen: Wissenschaftler haben eine Photovoltaikanlage auf Hydrogel gebettet. Und damit wird in der Wüste Saudi-Arabiens mehr geerntet, als nur sauberer Strom.",Wolfgang Kempkens,14.05.2022 08:13 Uhr,39.0,,1,0.3853,"Modul liefert Strom und Wasser Wasserspinat aus der Wüste Ein Solarmodul, drei Funktionen: Wissenschaftler haben eine Photovoltaikanlage auf Hydrogel gebettet. Und damit wird in der Wüste Saudi-Arabiens mehr geerntet, als nur sauberer Strom."
896,1804,https://www.faz.net/aktuell/technik-motor/technik/fuenf-am-freitag-jetzt-schlaegt-s-13-18027441.html,Fünf am Freitag,Jetzt schlägt’s 13,"Windkanäle auf Papier, Wohnmobile zum Mieten, Windows 11 mit Startproblemen, Router fürs Glasfasernetz und Kindle mit E-Pub-Format: Das sind unsere Neuigkeiten aus der Technikkiste.",,13.05.2022 10:15 Uhr,4.0,,1,0.5201,"Fünf am Freitag Jetzt schlägt’s 13 Windkanäle auf Papier, Wohnmobile zum Mieten, Windows 11 mit Startproblemen, Router fürs Glasfasernetz und Kindle mit E-Pub-Format: Das sind unsere Neuigkeiten aus der Technikkiste."
897,1805,https://www.faz.net/aktuell/technik-motor/technik/wassersprudler-aarke-carbonator-pro-im-test-18014933.html,Aarke Carbonator Pro im Test,Der Übersprudler,"Schön, praktisch, edel, teuer: Aarkes Carbonator Pro macht aus Wassersprudeln ein Ereignis.",Marco Dettweiler,10.05.2022 13:14 Uhr,16.0,,0,0.5519,"Aarke Carbonator Pro im Test Der Übersprudler Schön, praktisch, edel, teuer: Aarkes Carbonator Pro macht aus Wassersprudeln ein Ereignis."
898,1806,https://www.faz.net/aktuell/technik-motor/technik/lufthansa-kauft-gebrauchte-langstreckenjets-neue-business-class-17997415.html,Kranich asiatisch,Lufthansa führt neue Business-Class ein,"Um schnell an effizientere Flugzeuge zu kommen, wagt die Lufthansa den Tabubruch. Sie ergänzt ihre Flotte durch gebrauchte Jets anderer Fluggesellschaften. Doch erst muss die Lufthansa-Technik ran, damit die Innenausstattung auch zur Marke passt.",Holger Appel,05.05.2022 16:36 Uhr,44.0,,0,0.5598,"Kranich asiatisch Lufthansa führt neue Business-Class ein Um schnell an effizientere Flugzeuge zu kommen, wagt die Lufthansa den Tabubruch. Sie ergänzt ihre Flotte durch gebrauchte Jets anderer Fluggesellschaften. Doch erst muss die Lufthansa-Technik ran, damit die Innenausstattung auch zur Marke passt."
899,1807,https://www.faz.net/aktuell/technik-motor/technik/porsche-will-synthetische-kraftstoffe-in-chile-herstellen-17997416.html,Porsches Plan für Chile,Wind im Tank,"Synthetische Kraftstoffe gelten als ineffizient. Doch Porsche will mit einem Engagement in Chile, wo das Potential für erneuerbare Stromerzeugung riesig ist, nun das Gegenteil beweisen. Zu Besuch auf der Baustelle.",Johannes Winterhagen,05.05.2022 10:42 Uhr,22.0,,0,0.8525,"Porsches Plan für Chile Wind im Tank Synthetische Kraftstoffe gelten als ineffizient. Doch Porsche will mit einem Engagement in Chile, wo das Potential für erneuerbare Stromerzeugung riesig ist, nun das Gegenteil beweisen. Zu Besuch auf der Baustelle."
900,1808,https://www.faz.net/aktuell/technik-motor/technik/kaffeemuehle-zuriga-g2-im-test-17997371.html,Kaffeemühle Zuriga G2 im Test,Die Schweizer mahl wieder,Jede Espressomaschine braucht eine Mühle als Spielpartner. Die G2 von Zuriga arbeitet mit Ruhe und Präzision. Für das Scheibenmahlwerk haben sich die Schweizer etwas besonderes einfallen lassen.,Marco Dettweiler,04.05.2022 10:08 Uhr,21.0,,1,0.3448,Kaffeemühle Zuriga G2 im Test Die Schweizer mahl wieder Jede Espressomaschine braucht eine Mühle als Spielpartner. Die G2 von Zuriga arbeitet mit Ruhe und Präzision. Für das Scheibenmahlwerk haben sich die Schweizer etwas besonderes einfallen lassen.
901,1809,https://www.faz.net/aktuell/technik-motor/technik/fuenf-am-freitag-weitblick-mit-rueckschau-17992427.html,Fünf am Freitag,Weitblick mit Rückschau,"Tablets finden Halt, Yamaha mag leichtes Schwarz, Autobuch blickt in die Sechzigerjahre, Fitnessarmband kostet wenig und Apple verbessert Karten-App. Das sind unsere Neuigkeiten aus der Technikkiste.",,29.04.2022 10:13 Uhr,10.0,,1,0.5207,"Fünf am Freitag Weitblick mit Rückschau Tablets finden Halt, Yamaha mag leichtes Schwarz, Autobuch blickt in die Sechzigerjahre, Fitnessarmband kostet wenig und Apple verbessert Karten-App. Das sind unsere Neuigkeiten aus der Technikkiste."
902,181,https://www.faz.net/aktuell/feuilleton/buecher/uwe-tellkamp-liest-bei-deutscher-akademie-fuer-sprache-und-dichtung-18066031.html,Literatur und Politik,Zweierlei Deutschland?,Die Deutsche Akademie für Sprache und Dichtung tagt in Dresden. Gleichzeitig liest dort Uwe Tellkamp aus seinem neuen Roman. Einen Austausch gibt es trotz der räumlichen Nähe nicht.,Andreas Platthaus,29.05.2022 18:33 Uhr,7.0,,0,0.8102,Literatur und Politik Zweierlei Deutschland? Die Deutsche Akademie für Sprache und Dichtung tagt in Dresden. Gleichzeitig liest dort Uwe Tellkamp aus seinem neuen Roman. Einen Austausch gibt es trotz der räumlichen Nähe nicht.
903,1810,https://www.faz.net/aktuell/technik-motor/technik/junkers-flugzeugwerke-wollen-ju52-wieder-bauen-17984536.html,Revival von Junkers Ju52,Die „Tante Ju“ kommt zurück,"Comeback einer Ikone: Die Junkers Flugzeugwerke kündigen an, ihre berühmte Ju52 wieder aufzulegen. Die Neubauten sollen weniger Treibstoff verbrauchen, Platz für 14 Passagiere bieten – und erstmals einen Autopiloten bekommen.",Jürgen Schelling,26.04.2022 14:47 Uhr,56.0,,0,0.3961,"Revival von Junkers Ju52 Die „Tante Ju“ kommt zurück Comeback einer Ikone: Die Junkers Flugzeugwerke kündigen an, ihre berühmte Ju52 wieder aufzulegen. Die Neubauten sollen weniger Treibstoff verbrauchen, Platz für 14 Passagiere bieten – und erstmals einen Autopiloten bekommen."
904,1811,https://www.faz.net/aktuell/technik-motor/technik/zu-besuch-im-whisky-labor-von-glenmorangie-17972968.html,Glenmorangie forscht,Slàinte im Whisky-Labor,"Die Schotten wissen, wie man guten Whisky macht. Doch der Wissensdurst der Destillerien ist längst nicht gestillt. Bei Glenmorangie forscht ein Team deshalb nach dem Whisky der Zukunft.",Marco Dettweiler,25.04.2022 11:35 Uhr,,,0,0.4811,"Glenmorangie forscht Slàinte im Whisky-Labor Die Schotten wissen, wie man guten Whisky macht. Doch der Wissensdurst der Destillerien ist längst nicht gestillt. Bei Glenmorangie forscht ein Team deshalb nach dem Whisky der Zukunft."
905,1812,https://www.faz.net/aktuell/technik-motor/technik/dieser-riesen-abbruchbagger-zerlegt-das-lurgi-gebaeude-17959591.html,Riesen-Abbruchbagger,"Marmor, Stein und Eisen bricht","Es gibt Menschen, die können den Blick nicht von Baustellen lassen. Hier im Besonderen: Abbrucharbeiten. Ein besonders schneidiges Gerät zerlegt gerade das Lurgi-Gebäude in Frankfurt.",Holger Appel,23.04.2022 09:30 Uhr,27.0,,0,0.8377,"Riesen-Abbruchbagger Marmor, Stein und Eisen bricht Es gibt Menschen, die können den Blick nicht von Baustellen lassen. Hier im Besonderen: Abbrucharbeiten. Ein besonders schneidiges Gerät zerlegt gerade das Lurgi-Gebäude in Frankfurt."
906,1813,https://www.faz.net/aktuell/technik-motor/technik/breitling-stellt-neue-navitimer-vor-gehaeuse-aus-edelstahl-oder-gold-17959608.html,Neue Navitimer,Breitling hebt ab,"Eine solche Uhr müssen Designer bei der Modernisierung mit Samthandschuhen anfassen, damit Mythos und Strahlkraft nicht leiden. Breitling ist das Wagnis eingegangen und hat die Navitimer neu aufgelegt. Das scheint gelungen.",Martin Häußermann,21.04.2022 10:18 Uhr,23.0,,0,0.8524,"Neue Navitimer Breitling hebt ab Eine solche Uhr müssen Designer bei der Modernisierung mit Samthandschuhen anfassen, damit Mythos und Strahlkraft nicht leiden. Breitling ist das Wagnis eingegangen und hat die Navitimer neu aufgelegt. Das scheint gelungen."
907,1814,https://www.faz.net/aktuell/technik-motor/technik/jeanneau-neues-boot-db-43-bietet-spritziges-vergnuegen-17959588.html,Spritzige Yacht von Jeanneau,Café Racer,Show off – der Begriff sagt einiges über Sinn und Zweck eines Boots wie der neuen DB/47 von Jeanneau. Aber sie kann mehr. Kaffee kochen beispielsweise.,Walter Wille,19.04.2022 10:34 Uhr,2.0,,0,0.5005,Spritzige Yacht von Jeanneau Café Racer Show off – der Begriff sagt einiges über Sinn und Zweck eines Boots wie der neuen DB/47 von Jeanneau. Aber sie kann mehr. Kaffee kochen beispielsweise.
908,1815,https://www.faz.net/aktuell/technik-motor/technik/fuenf-am-freitag-frohe-ostern-17958598.html,Fünf am Freitag,Frohe Ostern,"Staubsauger mit Knick, 3D-Drucker für Zuhause, Vier Kilogramm Videokonferenz, Mikrofon von Drohnenmarke und Sonnenbrille mit Seitenschutz: Das sind unsere Neuigkeiten aus der Technikkiste.",,15.04.2022 15:59 Uhr,4.0,,1,0.528,"Fünf am Freitag Frohe Ostern Staubsauger mit Knick, 3D-Drucker für Zuhause, Vier Kilogramm Videokonferenz, Mikrofon von Drohnenmarke und Sonnenbrille mit Seitenschutz: Das sind unsere Neuigkeiten aus der Technikkiste."
909,1816,https://www.faz.net/aktuell/technik-motor/technik/wie-die-industrie-mit-thermischen-speichern-gas-sparen-kann-17950089.html,Die grünen Dampfmacher,Wie die Industrie mit thermischen Speichern Gas sparen kann,"Industriebetriebe ächzen unter hohen Gaspreisen und fürchten ein Embargo. Sie brauchen Energie für ihre Prozesswärme, ob in der Brauerei oder dem Chemiepark. Eine simple Technik könnte helfen: thermische Speicher.",Anna-Lena Niemann,13.04.2022 14:30 Uhr,34.0,,0,0.5074,"Die grünen Dampfmacher Wie die Industrie mit thermischen Speichern Gas sparen kann Industriebetriebe ächzen unter hohen Gaspreisen und fürchten ein Embargo. Sie brauchen Energie für ihre Prozesswärme, ob in der Brauerei oder dem Chemiepark. Eine simple Technik könnte helfen: thermische Speicher."
910,1817,https://www.faz.net/aktuell/ukraine-konflikt/russland-haben-europaeische-panzer-in-ukraine-zerstoert-18082796.html,Ukrainekrieg,Russland: Haben aus Europa gelieferte Panzer zerstört,"Das russische Militär bestätigt den Raketenangriff auf die ukrainische Hauptstadt. Dabei seien auch T-72-Panzer zerstört worden, die der Ukraine aus Osteuropa zur Verfügung gestellt worden seien, hieß es. Überprüfen lassen sich die Angaben nicht.",,05.06.2022 15:11 Uhr,2.0,,0,0.5802,"Ukrainekrieg Russland: Haben aus Europa gelieferte Panzer zerstört Das russische Militär bestätigt den Raketenangriff auf die ukrainische Hauptstadt. Dabei seien auch T-72-Panzer zerstört worden, die der Ukraine aus Osteuropa zur Verfügung gestellt worden seien, hieß es. Überprüfen lassen sich die Angaben nicht."
911,1818,https://www.faz.net/aktuell/ukraine-konflikt/ukraine-krieg-auf-panzer-kann-deutschland-lange-warten-18079649.html,Ukrainekrieg,Auf Panzer kann Deutschland lange warten,"Deutsche Waffen sind auf der ganzen Welt begehrt. Doch die Industrie wird Jahre brauchen, um zu liefern. Schuld daran ist vor allem die Politik.",Justus Bender und Morten Freidel,05.06.2022 10:10 Uhr,99.0,,0,0.5727,"Ukrainekrieg Auf Panzer kann Deutschland lange warten Deutsche Waffen sind auf der ganzen Welt begehrt. Doch die Industrie wird Jahre brauchen, um zu liefern. Schuld daran ist vor allem die Politik."
912,1819,https://www.faz.net/aktuell/ukraine-konflikt/journalisten-im-ukrainekrieg-reporter-ohne-grenzen-weist-auf-gezielte-toetungen-hin-18080026.html,Journalisten im Ukrainekrieg,Gezielte Tötungen,"Während sich im deutschen Fernsehen Defätisten und Kriegsmüde ein Stelldichein geben, geht der russische Vernichtungskrieg in der Ukraine weiter. Reporter ohne Grenzen zählt die getöteten Journalisten.","Ein Kommentar von
					  						Michael Hanfeld",05.06.2022 12:49 Uhr,45.0,,1,0.9039,"Journalisten im Ukrainekrieg Gezielte Tötungen Während sich im deutschen Fernsehen Defätisten und Kriegsmüde ein Stelldichein geben, geht der russische Vernichtungskrieg in der Ukraine weiter. Reporter ohne Grenzen zählt die getöteten Journalisten."
913,182,https://www.faz.net/aktuell/feuilleton/buecher/autoren/die-comiczeichnerin-rutu-modan-erklaert-wie-wir-comics-lesen-18047791.html,Die modernste Erzählform,"Was wir sehen, wenn wir Comics lesen","In dieser Erzählform kommt die Erkenntnis, dass es nicht nur eine Wahrheit gibt, anschaulich zum Zuge: Die Comiczeichnerin Rutu Modan erklärt, was einen guten Comic ausmacht. Ein Gastbeitrag.",Rutu Modan,27.05.2022 20:15 Uhr,4.0,,0,0.866,"Die modernste Erzählform Was wir sehen, wenn wir Comics lesen In dieser Erzählform kommt die Erkenntnis, dass es nicht nur eine Wahrheit gibt, anschaulich zum Zuge: Die Comiczeichnerin Rutu Modan erklärt, was einen guten Comic ausmacht. Ein Gastbeitrag."
